,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,time stamp
14,5805,Avalanche,AVAX,avalanche,884,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,414453585.54451585,451123085.54451585,False,,15,,,,2025-03-19T18:59:00.000Z,20.0449261447858,331939048.7320148,26.5986,2.11622508,8.54582751,8.54212349,-18.50303644,-48.07705155,-49.1054383,8307691512.681484,0.2967,14347130210.58,,2025-03-19T18:59:00.000Z,,,,,,2025-03-19 15:00:31.449867
0,1,Bitcoin,BTC,bitcoin,11985,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19839100.0,19839100.0,False,,1,,,,2025-03-19T18:59:00.000Z,85773.83371243678,29209255032.989944,23.8614,1.92503252,4.85214797,3.83951952,-10.02315446,-17.53553428,-13.1849419,1701675664404.4045,60.6942,1801250507961.17,,2025-03-19T18:59:00.000Z,,,,,,2025-03-19 15:00:36.640484
1,1027,Ethereum,ETH,ethereum,10060,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'avalanche-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120626702.52072309,120626702.52072309,True,,2,,,,2025-03-19T18:59:00.000Z,2047.6638840489761,17704585082.313435,83.1277,1.00906583,8.4462616,8.99140013,-24.17913755,-37.23992475,-41.75561751,247002942203.60425,8.8595,247002942203.6,,2025-03-19T18:59:00.000Z,,,,,,2025-03-19 15:00:36.640484
2,52,XRP,XRP,xrp,1556,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58108919817.0,99986343905.0,False,,3,,,,2025-03-19T18:59:00.000Z,2.5220181215011728,8543210360.609662,148.9505,1.21685517,12.25324706,13.06437198,-4.04793428,-20.66470175,10.35802883,146551748799.3326,5.2565,252201812150.12,,2025-03-19T18:59:00.000Z,,,,,,2025-03-19 15:00:36.640484
3,825,Tether USDt,USDT,tether,120369,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'heco-ecosystem', 'algorand-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'terra-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem', 'world-liberty-financial-portfolio']",,143439068011.01245,144881908961.7996,True,,4,,,,2025-03-19T18:58:00.000Z,1.0003695322409851,70325851755.97072,28.8048,0.03807245,0.0461832,0.03604214,0.02922075,0.10938886,0.15132307,143492073371.25937,5.1247,144935447498.3,,2025-03-19T18:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-03-19 15:00:36.640484
4,1839,BNB,BNB,bnb,2395,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142473997.36,142473997.36,False,,5,,,,2025-03-19T18:58:00.000Z,620.4190096878523,1969078933.3238528,-9.8483,1.18122051,-2.17944627,10.52141541,-6.03292692,-11.16650537,-7.20925715,88393576348.36089,3.1705,88393576348.36,,2025-03-19T18:58:00.000Z,,,,,,2025-03-19 15:00:36.640484
5,5426,Solana,SOL,solana,854,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,510033051.14800596,596488302.3419714,True,,6,,,,2025-03-19T18:59:00.000Z,133.03290735016108,3057567746.9782104,17.683,2.10493079,7.32109009,6.92087932,-24.30527826,-47.60646947,-31.43686245,67851179638.89265,2.4232,79352573060.91,,2025-03-19T18:59:00.000Z,,,,,,2025-03-19 15:00:36.640484
6,3408,USDC,USDC,usd-coin,26338,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'algorand-ecosystem', 'avalanche-ecosystem', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,59026149885.947525,59026149885.947525,False,,7,,,,2025-03-19T18:58:00.000Z,1.0000179099942614,9962131771.469622,35.4662,0.01177227,0.00145293,-0.01591082,0.00299054,0.00287293,-0.00193687,59027207043.953255,2.1172,59027207043.95,,2025-03-19T18:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-03-19 15:00:36.640484
7,2010,Cardano,ADA,cardano,1481,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35234797228.45088,44994936166.53273,False,,8,,,,2025-03-19T18:59:00.000Z,0.7372380030703005,1017654918.0668762,50.3785,1.53488872,6.52519069,0.91021237,-6.73083502,-30.34908529,-17.43798397,25976431547.29009,0.9265,33175710138.16,,2025-03-19T18:59:00.000Z,,,,,,2025-03-19 15:00:36.640484
8,74,Dogecoin,DOGE,dogecoin,1179,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'made-in-america']",,148496306383.70526,148496306383.70526,True,,9,,,,2025-03-19T18:59:00.000Z,0.17381759813784006,1062918083.8341677,0.8045,2.23421638,5.53924957,3.42216931,-31.83800733,-55.38437213,-45.25734361,25811271307.956455,0.9218,25811271307.96,,2025-03-19T18:59:00.000Z,,,,,,2025-03-19 15:00:36.640484
9,1958,TRON,TRX,tron,1134,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,95016449181.61859,95016477182.27818,True,,10,,,,2025-03-19T18:59:00.000Z,0.22994352539413168,1283770459.9263346,96.262,-0.14071446,0.81417095,3.06418894,-4.17078717,-4.14205014,-9.29947134,21848417295.25374,0.7837,21848423733.82,,2025-03-19T18:59:00.000Z,,,,,,2025-03-19 15:00:36.640484
10,1975,Chainlink,LINK,chainlink,1959,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,657099970.4527867,1000000000.0,False,,11,,,,2025-03-19T18:59:00.000Z,14.617958210129716,438852869.79986733,28.6404,1.79574132,7.68202449,10.82871446,-22.34803184,-38.10648006,-36.05874969,9605459907.956306,0.3431,14617958210.13,,2025-03-19T18:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-03-19 15:00:36.640484
11,11419,Toncoin,TON,toncoin,700,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2481661160.9748917,5125043249.750899,True,,12,,,,2025-03-19T18:59:00.000Z,3.762752852810357,328103039.40134335,36.9443,-0.04375004,4.06520888,38.6640402,0.60852364,-27.61668723,-28.14572352,9337877613.166935,0.3335,19284271108.78,,2025-03-19T18:59:00.000Z,,,,,,2025-03-19 15:00:36.640484
12,3957,UNUS SED LEO,LEO,unus-sed-leo,57,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,923908064.9,985239504.0,False,,13,,,,2025-03-19T18:59:00.000Z,9.821899059870127,2772102.64212805,4.2407,0.11215735,0.87608526,1.32941813,0.88148152,3.71503728,8.47779359,9074531754.047737,0.3246,9676922958.08,,2025-03-19T18:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-03-19 15:00:36.640484
13,512,Stellar,XLM,stellar,690,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30754557319.522537,50001786892.81798,False,,14,,,,2025-03-19T18:59:00.000Z,0.2908258967257272,399154270.8108193,146.1466,1.02737009,8.41347926,13.2868801,-12.66906419,-38.90921507,-21.45437727,8944221710.852919,0.3194,14541820304.01,,2025-03-19T18:59:00.000Z,,,,,,2025-03-19 15:00:36.640484
14,5805,Avalanche,AVAX,avalanche,884,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,414453585.54451585,451123085.54451585,False,,15,,,,2025-03-19T18:59:00.000Z,20.0449261447858,331939048.7320148,26.5986,2.11622508,8.54582751,8.54212349,-18.50303644,-48.07705155,-49.1054383,8307691512.681484,0.2967,14347130210.58,,2025-03-19T18:59:00.000Z,,,,,,2025-03-19 15:00:36.640484
